# Number of Traces
8257
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3957;55;167;8.2387257662157765e-01;1.0167602786211567e+00;1.1194608730418432e+00;8.3653749868553817e-01;1.0176715812167372e+00;1.0975985177707044e+00
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3958;55;168;4.0394380057452178e-01;4.3886539897363419e-01;4.8569691904144163e-01;4.0945072908357455e-01;5.3636767319862377e-01;7.1708583595654252e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3959;55;170;1.8283907273521655e-01;2.6910114644747873e-01;4.8569691904144163e-01;2.3773896106512299e-01;5.6672677595579346e-01;1.1194608730418432e+00
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3960;55;171;6.3900482689649152e-02;3.8512204085882024e-01;1.0000589664561916e+00;4.7594555293808133e-01;6.3579964532140631e-01;8.3709729968596114e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3961;55;174;1.8168964975649970e-01;3.7601708970296327e-01;7.5311717575268011e-01;2.1750797592532412e-01;2.9571993697939242e-01;4.8569691904144163e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3962;55;175;1.0569822923869100e-01;3.3068372868471707e-01;7.8539874729418924e-01;3.1203766944781941e-01;5.1034798512588642e-01;8.3808176811228918e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3963;55;176;1.2402286538300429e-01;3.4385925775305570e-01;7.8318064071212135e-01;9.4275386351515567e-01;8.7933303179736055e-01;5.5210432166218937e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3964;55;178;6.2531183306970783e-01;6.7639611535241351e-01;6.5330655183417263e-01;8.0619951788282207e-01;8.4772768118109088e-01;7.3379664320476878e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3965;55;179;2.4086219439141104e-01;4.4602782397409468e-01;8.1408897411113423e-01;4.9363590898451420e-01;7.6320450174568655e-01;1.1194608730418427e+00
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3966;55;180;3.6798614032415627e-01;4.1125710052318548e-01;4.8569691904144163e-01;7.5526500896410098e-01;7.9715116969947175e-01;7.0534504180678959e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3967;55;182;7.5385706867905100e-01;9.0883060135907645e-01;9.8507468877441973e-01;8.8267506014628805e-01;9.5758099784508954e-01;8.6065035973676463e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3968;55;183;2.2223251687597734e-01;2.9934744042924982e-01;4.8569691904144174e-01;2.2317814774670697e-01;3.0257498614761386e-01;4.9190247220412076e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3969;55;186;6.3782253432127012e-02;3.8527602526612686e-01;1.0006661551308571e+00;9.3313117407578672e-01;8.9186583595320679e-01;6.0152346012122859e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3970;55;187;5.6882452890672086e-01;8.2093433857144427e-01;1.1194608730418429e+00;8.9427097712526982e-01;8.1533869935866810e-01;4.8569691904144163e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3971;55;188;3.7807470963221940e-01;4.9636188359607170e-01;6.7760413336005354e-01;7.7665760882788137e-01;7.6831565340137942e-01;5.9306475034889838e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3972;55;189;3.9489381724752431e-01;4.3191682003597121e-01;4.8569691904144169e-01;4.1081234041127329e-01;4.4766090858646662e-01;4.9443370597305669e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3973;55;194;3.8965262153241420e-01;6.6791266971935492e-01;1.0811248565104117e+00;5.8324874872365873e-01;5.7653577262074229e-01;4.8569691904144174e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3974;55;196;3.9819833246641534e-01;4.3552756202097664e-01;4.8836008195795833e-01;3.9914557918583721e-01;4.3518132366929674e-01;4.8569691904144163e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3975;55;197;5.2946887981712376e-01;5.3524357893907681e-01;4.8569691904144163e-01;6.3811466658863980e-01;7.1137257889233008e-01;7.1568841017182450e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3976;56;62;6.7822902362552284e-01;9.7294455786039713e-01;6.3323313497191683e-02;6.7866314299550823e-01;9.7290361652218538e-01;6.1086211965120943e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3977;56;63;6.7385557929084039e-01;9.6689275503710770e-01;1.3887412342884059e-01;7.6715451143172020e-01;8.4470059163570621e-01;5.8802845855067265e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3978;56;65;1.1173356402844346e+00;5.9163589028758523e-01;5.8802845855067287e-01;1.3585893912322664e+00;4.3799424011955856e-01;4.1822834163025296e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3979;56;72;6.7139888161771721e-01;9.2102425212971895e-01;5.2960322612454935e-01;1.0058718699804803e+00;7.4214422811316427e-01;1.4308389547711365e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3980;56;74;9.6395149681607706e-01;7.7243874098428289e-01;1.4308389547711365e-02;1.3511269579193690e+00;4.5471242499968328e-01;3.2534897661125778e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3981;56;81;6.4806542350482621e-01;9.3120533668787575e-01;5.8439646435469961e-01;6.5459235262780036e-01;9.2604566352504414e-01;5.8802845855067265e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3982;56;82;8.5435110282980342e-01;7.8168640399793887e-01;5.8802845855067265e-01;9.3438348698675400e-01;7.7387517391495642e-01;1.7776666990206649e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3983;56;84;7.7477275349779851e-01;9.0915216793593556e-01;1.4308389547711377e-02;9.2369516783140970e-01;7.3157366617740094e-01;5.8802845855067265e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3984;56;87;7.7283774427726604e-01;9.1055053720872936e-01;1.4308389547711364e-02;8.2442865328765458e-01;8.1756609568860683e-01;4.7111701600720890e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3985;56;89;6.6369306088388469e-01;9.5283025580755742e-01;3.1443060427896158e-01;9.7298062832124421e-01;6.9595664026704518e-01;5.8802845855067276e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3986;56;94;9.3691658574429859e-01;7.2201897033617735e-01;5.8802845855067287e-01;1.3559061839128232e+00;4.3428132179051848e-01;4.6458047754079818e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3987;56;101;6.6874355401231644e-01;9.5981893251970074e-01;2.2718384469834341e-01;8.3398063169844061e-01;8.5279391040339703e-01;1.2560149392107378e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3988;56;107;6.6621298830975784e-01;9.1764780180141348e-01;5.8802845855067265e-01;6.8150135547917989e-01;9.3630138724890855e-01;3.4444133593190118e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3989;56;108;7.6927766765961936e-01;9.0438955197487192e-01;8.5934082472646001e-02;7.6973777961320644e-01;8.4283374634626440e-01;5.8802845855067276e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3990;56;110;6.6255951320413498e-01;9.2028805140457259e-01;5.8802845855067265e-01;9.1069903594513113e-01;8.0456729438778274e-01;6.6428398016465523e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3991;56;113;9.7597783872042931e-01;6.9379065217673253e-01;5.8802845855067265e-01;9.8877344402859146e-01;7.0969800588302778e-01;3.8173694288061472e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3992;56;116;1.0187333465895694e+00;6.6289261416611756e-01;5.8802845855067265e-01;1.2833051949731833e+00;5.0137342246848371e-01;3.4463470446883177e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3993;56;117;7.6065798446061150e-01;8.8291711386955118e-01;3.1311592163499319e-01;1.0065168617093847e+00;7.4167811322061694e-01;1.4308389547711377e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3994;56;121;1.1362462552780910e+00;5.7796979368392776e-01;5.8802845855067265e-01;1.2211084859964603e+00;5.7262628865210241e-01;1.2890408052014429e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3995;56;123;7.7945400659875097e-01;8.3581213987539904e-01;5.8802845855067276e-01;8.0318473916562316e-01;8.5090040866895200e-01;3.2364588418323764e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3996;56;128;6.6419055391843940e-01;9.5351866739364044e-01;3.0583646226647138e-01;9.5750717847920863e-01;7.4704268395183615e-01;2.6077539047528153e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3997;56;129;6.6013434802773563e-01;9.4790584683787449e-01;3.7590701006376781e-01;1.3772874573368452e+00;4.6386789954729885e-01;9.5221134895344464e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3998;56;131;8.8217703116761781e-01;8.3153453176840963e-01;1.4308389547711346e-02;1.0030735738034862e+00;7.0376546515340954e-01;3.4563840269161805e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
3999;56;136;7.0102910589232792e-01;9.5009508227292550e-01;1.1558510629583829e-01;8.0642793627645359e-01;8.8020097236880956e-01;6.4129735454854786e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4000;56;140;6.5873701008838370e-01;9.4597226473660101e-01;4.0004588208027619e-01;1.3274222374688462e+00;4.9205305860763099e-01;1.5960614814968216e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4001;56;143;6.6286441135006924e-01;9.5168360268830032e-01;3.2874544142751244e-01;7.6943831216576108e-01;8.4305016189212678e-01;5.8802845855067276e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4002;56;149;6.7447688625546665e-01;9.6775249554251108e-01;1.2814110825783989e-01;9.9226878293635257e-01;7.2702661741479091e-01;2.1890883726389368e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4003;56;152;9.8954435218403325e-01;6.8398656681882009e-01;5.8802845855067265e-01;1.1285553250794373e+00;6.2777166870087420e-01;2.2518282390237318e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4004;56;153;1.1968500513962566e+00;5.3417336862969123e-01;5.8802845855067287e-01;1.3595494325772071e+00;4.3932270813633817e-01;4.0164372419199990e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4005;56;154;6.6442584230159152e-01;9.5384425034210907e-01;3.0177187917033710e-01;8.9248586507898819e-01;7.9375248387356634e-01;2.6306367247892304e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4006;56;155;8.8603679973689264e-01;8.2874520047732469e-01;1.4308389547711364e-02;9.3693151013227338e-01;7.8511945072564715e-01;7.0450789006174963e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4007;56;157;1.0442412566214236e+00;6.4445886345152459e-01;5.8802845855067265e-01;1.0713141181227905e+00;6.5616886964690468e-01;3.3154358634448006e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4008;56;158;6.6626825904836884e-01;9.5639371525272920e-01;2.6994431563035692e-01;8.0219052243517763e-01;8.5690849687497372e-01;2.8026569544137309e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4009;56;163;6.4879135708011082e-01;9.3220985544340007e-01;5.7185603503348836e-01;8.5370292785147406e-01;8.0558642225589072e-01;3.9586507389606090e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4010;56;176;7.7340772181360895e-01;8.5754163993388033e-01;4.4565814297787559e-01;8.2675489018719017e-01;8.0162930421538414e-01;5.8802845855067276e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4011;56;182;8.9110170233572905e-01;7.5512792119561978e-01;5.8802845855067254e-01;1.0736655831342519e+00;6.6903354650693803e-01;2.1210367511661452e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4012;56;184;7.6245537607335989e-01;9.1805354263171113e-01;1.4308389547711358e-02;7.9046620782349464e-01;8.2785397427334162e-01;5.8802845855067265e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4013;56;187;8.3892507445925546e-01;7.9283430130288535e-01;5.8802845855067276e-01;9.0969496199046673e-01;7.5940785823249335e-01;4.4273326325240786e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4014;56;191;6.6831135512227779e-01;9.5922087244100884e-01;2.3465003694755945e-01;7.7109767432866683e-01;9.1180803010479106e-01;1.4308389547711353e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4015;56;192;6.6499322539307060e-01;9.5462937308110674e-01;2.9197039347110432e-01;6.7427100835421538e-01;9.4732340857052244e-01;2.9690091703936200e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4016;56;199;1.1070065741965742e+00;6.4925579788330123e-01;1.7670211181832374e-01;1.1249426787273931e+00;6.3484936196452479e-01;1.8854921850927112e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4017;57;58;4.6694359856388790e-01;6.0133084593348340e-01;7.0480667967075472e-01;5.6164741600132551e-01;5.3924164959019150e-01;6.4835284524305559e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4018;57;61;4.0540631582498032e-01;8.6330645418417595e-01;7.2225481240552591e-01;5.5915844343775456e-01;5.5796920856898835e-01;6.4835284524305536e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4019;57;67;4.7134742299990359e-02;8.1569063207833670e-01;9.6034170174651690e-01;5.7417363312476555e-01;4.4499172759671957e-01;6.4835284524305559e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4020;57;69;6.9825388238182948e-02;3.0941273692585392e-01;9.8946317502100600e-01;1.9754805193646496e-01;8.3568120326302275e-01;8.6038558004116550e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4021;57;71;1.3893217015096662e-01;8.2789090225696116e-01;8.9933835774267412e-01;6.0462618633833509e-01;1.3512360746817392e-01;6.5535978653734994e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4022;57;76;2.2866666042692656e-02;6.6274015095863148e-01;9.8946317502100589e-01;1.1806377273532247e-01;8.2511740312276849e-01;9.1320630650940926e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4023;57;80;4.8552856128399707e-01;-6.4329534119560952e-02;7.5044162821117288e-01;5.9830012505634855e-01;2.6345887054023881e-01;6.4835284524305548e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4024;57;81;4.4345779591489615e-01;4.8427056311449662e-01;7.3030249614832354e-01;5.3704642657416446e-01;7.2434472673016814e-01;6.4835284524305536e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4025;57;83;4.0888702120254350e-01;-7.4515522091005190e-02;8.0137323211366140e-01;4.2147485155882985e-01;8.6544203120324126e-01;7.1157657842928268e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4026;57;84;5.0848021432046242e-01;4.2497245012378571e-01;6.9298863953854495e-01;5.6905645458764409e-01;4.8349446734628554e-01;6.4835284524305514e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4027;57;88;3.2397550157237281e-01;3.5393228050441444e-01;8.1963721510606935e-01;4.3272956039472454e-01;8.6693783007031411e-01;7.0409733973107202e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4028;57;95;4.3814832630928313e-01;6.9141336099754547e-01;7.1579219225170665e-01;5.4588224852286471e-01;6.5786212298742486e-01;6.4835284524305548e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4029;57;96;3.6501666614285416e-01;5.8394549697363463e-01;7.7287467816555733e-01;4.6035421920138170e-01;8.7060926519571513e-01;6.8573956431598060e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4030;57;97;2.1280973212335583e-01;8.3770954573425294e-01;8.5024353632258831e-01;5.3254743405193528e-01;3.7174140790557281e-01;6.8189233386474879e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4031;57;99;4.3791141141226136e-01;8.6762652019943143e-01;7.0065377657685579e-01;6.2879213605842776e-01;3.4030494036025261e-02;6.4835284524305514e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4032;57;106;2.0180172428975504e-01;8.3624653448391195e-01;8.5755883158075519e-01;5.3110656604965045e-01;7.6903750073932498e-01;6.4835284524305548e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4033;57;108;4.4774933886531193e-01;2.2400260655432330e-01;7.5008812174308415e-01;5.7132579550455675e-01;4.6641946359312575e-01;6.4835284524305536e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4034;57;109;4.4617772966803670e-01;5.7653368694871776e-01;7.2051905775817859e-01;5.7796319728709522e-01;4.1647824078987578e-01;6.4835284524305559e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4035;57;110;3.4216419299000420e-02;5.7734219333817360e-01;9.8946317502100600e-01;5.2368889829216814e-01;8.2484961070251550e-01;6.4835284524305525e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4036;57;111;1.1321001149799921e-01;8.2447231752653560e-01;9.1643183987570065e-01;2.2577571938358562e-01;1.0712436782663758e-01;9.0518239384346078e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4037;57;126;2.7495690820862458e-02;8.1308051826898009e-01;9.7339269719744936e-01;3.3986461336089291e-02;5.7907244596373397e-01;9.8946317502100589e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4038;57;127;9.5372461790885543e-02;1.1719112159091935e-01;9.8946317502100600e-01;4.8866435306226558e-01;4.0325601899482250e-01;7.0781328537097898e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4039;57;135;3.5225370218196900e-01;8.5624224484491751e-01;7.5757701315424231e-01;3.8115856145124649e-01;-7.8200752805226384e-02;8.1979998772658658e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4040;57;138;7.7376168629941483e-02;6.9512842474851078e-01;9.5105709846545694e-01;5.7810073760098557e-01;4.1544335821300815e-01;6.4835284524305592e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4041;57;142;9.2790125652588096e-02;7.4825862006179322e-01;9.3638060776632359e-01;4.3262695894475628e-01;-7.1360382984614321e-02;7.8559702113889385e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4042;57;145;7.6862949088964724e-02;2.5646063217833864e-01;9.8946317502100600e-01;5.8071460595949775e-01;3.9577605670743271e-01;6.4835284524305548e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4043;57;146;5.4900254550526317e-01;-1.8976643224670846e-02;7.0505649945738791e-01;5.7085257154201197e-01;-5.2989608783510604e-02;6.9374014897139524e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4044;57;161;4.3278109000660647e-01;1.6883024689798823e-01;7.6465079578172246e-01;6.2699315840751957e-01;4.7566384528361698e-02;6.4835284524305559e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4045;57;164;9.4799090896334787e-02;1.2150528615889705e-01;9.8946317502100589e-01;4.9587101711574777e-01;8.2593383674669008e-01;6.6642406395023379e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4046;57;168;4.6839804713992600e-01;4.4890217436961044e-01;7.1708583595654285e-01;6.0470597186247854e-01;2.1525991663179014e-01;6.4835284524305581e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4047;57;170;1.9958988154141291e-01;8.3595257113707222e-01;8.5902869633860612e-01;2.4149930176926396e-01;-7.8973975486669748e-02;9.1106579393609732e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4048;57;171;5.7298154803130927e-02;4.0367030586406843e-01;9.8946317502100600e-01;2.5782368628294716e-01;6.5049089949959882e-01;8.3709729968596114e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4049;57;173;7.6571953982771904e-02;4.3617919686495932e-01;9.7405584834098291e-01;2.4036384178432618e-01;7.6581954838554800e-01;8.3848962804393157e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4050;57;175;1.8030025607064906e-01;-1.0489567934763556e-01;9.5327898148502832e-01;2.9324465396374660e-01;5.2121481981593176e-01;8.2518666763315973e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4051;57;178;3.5996370250381704e-01;-3.1892707401242346e-03;8.2713034421773590e-01;5.5152391163511849e-01;5.5833456550742167e-01;6.5330655183417274e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4052;57;179;2.2585906426627284e-01;8.3944385770269581e-01;8.4157169315256997e-01;3.1108289508041964e-01;9.5964503142738453e-02;8.5044461125563764e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4053;57;181;6.5702191917184322e-02;3.4043654305888749e-01;9.8946317502100589e-01;6.2665289658914269e-01;5.0126586824339174e-02;6.4835284524305548e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4054;57;182;2.2867658519328032e-01;2.4291132586112149e-01;8.9150347467400637e-01;5.7427931552567357e-01;4.4419655073338365e-01;6.4835284524305536e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4055;57;186;5.5853214974191871e-02;4.1454234047920763e-01;9.8946317502100589e-01;4.0697192791404146e-01;8.6351453071669615e-01;7.2121439575027257e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4056;57;188;4.0531799982883332e-01;4.4248451411830220e-01;7.5883462397156021e-01;5.5239365490359582e-01;6.0886891638689944e-01;6.4835284524305581e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4057;57;194;2.6730820262859618e-02;6.3366543269113718e-01;9.8946317502100589e-01;5.5321724944515571e-01;6.0267201587565167e-01;6.4835284524305536e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4058;57;197;5.6527202982375324e-01;-5.3731286609346632e-02;6.9744865926559840e-01;5.8254942998799619e-01;3.8197045044549649e-01;6.4835284524305559e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4059;58;60;1.0955279868919050e+00;8.6898472496324944e-02;2.3103334464101527e-01;1.0959730864448056e+00;8.7034828252432750e-02;2.3118256542321161e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4060;58;61;9.4324434723979056e-02;5.9843160459570821e-01;6.8759827355796255e-01;6.2765271481144591e-01;5.2476197586502338e-01;6.3688483549788688e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4061;58;63;8.9646455625087051e-01;5.2417529848558364e-01;6.4670615574873935e-01;1.0206153207019548e+00;8.9888909321722665e-02;2.3103334464101519e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4062;58;64;1.0221878710733983e+00;8.9826134723250420e-02;2.3103334464101519e-01;1.0994315036812263e+00;1.7367075173263369e-01;3.1519614254172856e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4063;58;66;5.7010360472352528e-01;1.0787287510821526e-01;2.3103334464101519e-01;7.5006520595581128e-01;1.7617557959335584e-01;3.0411859680395603e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4064;58;67;2.4149754959227712e-01;6.1033042105574165e-01;7.0480667967075494e-01;5.8234954636509151e-01;3.5466160493773236e-01;4.7044467106640386e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4065;58;68;1.3948324943181731e-01;1.2506279817095789e-01;2.3103334464101527e-01;6.1399303105251413e-01;4.9517032642465270e-01;6.0770660378592745e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4066;58;70;1.6578346974674507e-01;3.7025222916738626e-01;4.6943943334942251e-01;8.1214674481940730e-01;9.8210761125483603e-02;2.3103334464101527e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4067;58;71;2.3808216200121554e-01;6.1046675982653664e-01;7.0480667967075483e-01;3.8635060390521880e-01;2.6837333804854530e-01;3.7932617389964596e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4068;58;72;5.6080133285422373e-01;4.1662409320909122e-01;5.2960322612454913e-01;7.0841704977155151e-01;1.0235154419642441e-01;2.3103334464101533e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4069;58;73;8.9429670470995565e-02;4.7581412027099396e-01;5.6869224633996640e-01;1.4872248971040014e-01;5.3162654835167844e-01;6.2502081612038629e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
4070;58;78;5.9228395755307217e-01;5.9632738731569190e-01;7.0480667967075483e-01;7.2474328718993597e-01;1.5760077760405286e-01;2.8515601623199449e-01
