# Number of Traces
8257
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
115;1;22;8.5125170093707603e-01;6.2193244416297089e-01;3.5260934781750491e-01;9.5471676403839800e-01;2.8312141623221626e-01;-2.6916518765364028e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
116;1;23;6.7619408447339968e-01;8.5055109872850410e-01;5.7701482152131715e-02;1.4002826596179510e+00;-3.4738420056165470e-01;2.9145550395093534e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
117;1;24;5.7715539590912113e-01;1.1148842605724438e+00;4.1844518955437887e-01;7.6448793661569747e-01;6.2826807993487588e-01;-2.1164204070808360e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
118;1;25;7.3104868501684250e-01;6.6888324122575438e-01;-2.7991564515990813e-01;7.4043591153410970e-01;8.7780864882108278e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
119;1;28;1.1710748886761153e+00;-2.7267513687008554e-03;8.2450472044312301e-02;1.1879224494761165e+00;9.9960723905702653e-03;2.4654775927915287e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
120;1;30;8.1618265593583417e-01;6.2576244910051160e-01;1.2950498735934898e-01;9.1382494200752062e-01;5.7663108007093045e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
121;1;32;6.0854249797745519e-01;1.0109854125002440e+00;2.2545719099264977e-01;6.1889903377689703e-01;1.0889187822387512e+00;6.0034976724476619e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
122;1;36;8.9085977471342803e-01;5.8120296071043887e-01;4.6231440723778461e-01;1.1377223775801411e+00;5.0790389365565812e-02;6.5190233313042953e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
123;1;40;8.0924784911636327e-01;6.8979688081229817e-01;3.3269099611366632e-01;8.3425284489666351e-01;6.4805744394299425e-01;3.3931302240246647e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
124;1;42;5.8414159923333497e-01;1.1189062434382415e+00;4.8159142276478467e-01;6.8731727742157100e-01;9.7007596834910081e-01;6.0034976724476596e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
125;1;44;5.6482938893738543e-01;1.1077881331705703e+00;3.0703404466362749e-01;6.6040414458187158e-01;9.0040653415854444e-01;1.4535723907434447e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
126;1;47;5.1029428844616331e-01;1.0763920758872096e+00;-1.8589265871984920e-01;1.0082076466167778e+00;3.4934347638975666e-01;3.5278230747569472e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
127;1;48;9.5381227713017602e-01;5.0717288920293369e-01;6.0034976724476585e-01;1.0648914189850389e+00;2.7646912683436559e-01;4.5277804731768068e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
128;1;51;5.1784614917500549e-01;1.0336499631456852e+00;-3.0167339347046929e-01;1.0150840355092556e+00;2.9427771382425139e-01;1.8425176143966937e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
129;1;52;6.9612418807265108e-01;8.6859831072208527e-01;2.6353439958262048e-01;1.0631317520526005e+00;2.5220684352754724e-01;3.4600847739055912e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
130;1;55;7.9407976700841865e-01;7.8462901729523271e-01;6.0034976724476619e-01;8.0081931085184388e-01;7.4358649203471627e-01;4.8569691904144163e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
131;1;56;6.6172030451915598e-01;9.5010043198356309e-01;3.4850977157763080e-01;7.5093218983966215e-01;8.5642394458255766e-01;5.8802845855067276e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
132;1;58;9.7335540017801825e-01;4.7322639172691994e-01;6.0034976724476585e-01;1.0998009062256153e+00;1.8292456016039052e-01;3.2416985133081999e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
133;1;60;9.7475800672302060e-01;2.8529526237930558e-01;-1.2461529303956556e-01;1.2034830917612316e+00;2.1865690543869439e-02;3.9857398417067491e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
134;1;62;6.1336447424654950e-01;9.6055247126080123e-01;6.1086211965120943e-02;6.6959938167284594e-01;1.0008520373449306e+00;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
135;1;63;7.7185596513183541e-01;5.6097808897861534e-01;-4.2461066676710008e-01;7.8638765765454854e-01;7.9799024774581795e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
136;1;64;1.0990411751852689e+00;2.5490960409733920e-01;6.0034976724476607e-01;1.1064455579057229e+00;8.3941301544293398e-02;-1.7575632345860570e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
137;1;65;1.0588492719719644e+00;3.2472313070957048e-01;6.0034976724476596e-01;1.3796660724138892e+00;-3.0052493357725701e-01;3.3463476365484646e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
138;1;66;8.0222593640954309e-01;6.6158013397412929e-01;1.7474250074794545e-01;9.3067821962777442e-01;4.7156101058420369e-01;3.0411859680395598e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
139;1;70;1.0615895190200060e+00;9.8755142120049627e-02;-2.6419304447763203e-01;1.4284938805561795e+00;-3.1735130855011545e-01;6.0034976724476619e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
140;1;72;6.8070393828985831e-01;9.6346164894969855e-01;5.2960322612454935e-01;1.0473192341924500e+00;1.3305907364354244e-01;-2.2700039811160874e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
141;1;74;5.3824775805800051e-01;1.0136714046998754e+00;-2.4125481795341935e-01;9.8259881291150653e-01;3.8680685193809594e-01;3.2534897661125778e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
142;1;75;5.8636708872948418e-01;1.1201874659000184e+00;5.0170696653146274e-01;6.3793449541307601e-01;9.8426155048616304e-01;3.2054626468917885e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
143;1;78;5.7848827584847096e-01;1.1156516044399858e+00;4.3049269856402311e-01;6.8634545741923014e-01;8.2878161377285531e-01;4.1534886200106716e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
144;1;79;8.5893037038886422e-01;6.7198321147478823e-01;6.0034976724476607e-01;9.2391039110993878e-01;4.6725969548843271e-01;2.4136313598208284e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
145;1;81;6.5741566584958866e-01;1.0098679249935087e+00;5.5287481317215104e-01;7.1224664148576622e-01;9.2677354466726858e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
146;1;82;8.1616840673763857e-01;6.3813578260679071e-01;1.7776666990206649e-01;8.1804796049182882e-01;7.4299615147345910e-01;6.0034976724476630e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
147;1;84;5.6181248171053844e-01;9.4620092328825078e-01;-3.4497441330425344e-01;8.5312857448466972e-01;6.8206095849280257e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
148;1;86;5.3874396082032894e-01;1.0149246822333151e+00;-2.3298809242267679e-01;1.1344720547622036e+00;1.9336599813492428e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
149;1;87;6.0982671910242536e-01;8.6825121427115604e-01;-3.2366942094124473e-01;7.7923488581473566e-01;7.7734822148477034e-01;4.7111701600720890e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
150;1;89;5.9777523653793341e-01;1.0343089337567508e+00;2.4351631175960628e-01;9.0256738089680788e-01;5.9618551714300649e-01;6.0034976724476585e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
151;1;92;5.9383378223818417e-01;1.0700538967876787e+00;3.5646019774187254e-01;6.3936236486095832e-01;1.0533738790369764e+00;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
152;1;93;9.6045811045872775e-01;4.1081299577980929e-01;2.6886514353338842e-01;1.2622886360536185e+00;-8.1034826216347680e-02;3.9562320657468686e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
153;1;101;5.4656819198079876e-01;1.0972750951354795e+00;1.4197646643296549e-01;8.7468788406491316e-01;6.4461233544219165e-01;6.0034976724476596e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
154;1;104;8.2095876496892750e-01;6.0221481201217641e-01;6.9897848205165494e-02;9.8558214578759640e-01;3.3018587186825071e-01;1.2431143630449232e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
155;1;106;8.1995179289727682e-01;7.2042317825153079e-01;5.2505287207460338e-01;8.2381110486174525e-01;7.3298554235390734e-01;6.0034976724476619e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
156;1;107;6.3814855190220232e-01;1.0554822779064865e+00;6.0034976724476585e-01;6.8795329608703981e-01;9.0349262181994461e-01;3.4444133593190102e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
157;1;108;7.1135743218044478e-01;7.9669599387249179e-01;8.5934082472646001e-02;7.6573621426531369e-01;8.3386190291436779e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
158;1;113;9.3879371231860764e-01;4.7732435175875054e-01;3.8173694288061477e-01;9.4032019828119606e-01;5.3060869419028767e-01;6.0034976724476630e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
159;1;116;8.5675216033156976e-01;6.7576677268100638e-01;6.0034976724476596e-01;1.0388363419792737e+00;1.4669150092546229e-01;-2.3130887007870285e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
160;1;117;7.2180804187228942e-01;8.3667162103793535e-01;3.1311592163499308e-01;9.2990523912863388e-01;3.4490702880675145e-01;-1.9612778955448226e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
161;1;121;1.0100264263280283e+00;4.0952864528195626e-01;6.0034976724476641e-01;1.0111194781771566e+00;2.8700251143154204e-01;1.2890408052014424e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
162;1;123;7.2941204055184961e-01;8.2615771149867834e-01;3.2364588418323764e-01;7.6717553223646839e-01;8.3136180076818700e-01;6.0034976724476619e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
163;1;124;1.1035568780050475e+00;1.8370057262605710e-01;3.5270087319767696e-01;1.1790445220294805e+00;1.1594341097297046e-01;6.0034976724476630e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
164;1;128;6.2989648911998963e-01;9.9772214544496596e-01;3.1858641959777917e-01;8.8820286444071639e-01;5.0967147754798647e-01;1.6471259373302749e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
165;1;129;6.0365132549917289e-01;1.0955200191890171e+00;5.2263717620978634e-01;9.8199043956504328e-01;2.1978239081309223e-01;-3.3155896187247830e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
166;1;131;8.6715031754523331e-01;4.3872594553759242e-01;-2.5548154271591877e-01;1.0853930211406295e+00;2.1344422349607184e-01;3.4563840269161783e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
167;1;136;6.5780973152541655e-01;9.1583207812328760e-01;1.8803185812663425e-01;1.2800636666662202e+00;-1.1390729077614080e-01;3.8781778301028530e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
168;1;137;1.0791655914824627e+00;2.8943358730871760e-01;6.0034976724476619e-01;1.1375353983540943e+00;1.0637141928218352e-01;2.8114695473125689e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
169;1;140;5.7912992638344163e-01;1.1160210050053161e+00;4.3629238867329750e-01;1.1241393138173084e+00;1.0847652327661528e-01;1.9843234066597026e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
170;1;141;5.4165570247693684e-01;1.0944469569184794e+00;9.7573921379724982e-02;9.3658301563408575e-01;4.9034565776177497e-01;4.1762006751019404e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
171;1;143;5.3162650105100873e-01;1.0886731088896218e+00;6.9229250136842490e-03;7.6944154312624113e-01;8.2742572909929446e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
172;1;149;5.3783512506890951e-01;1.0922474364980992e+00;6.3040848005020383e-02;9.0499165564585693e-01;5.6159134263617017e-01;4.8160381114643158e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
173;1;153;1.0148524445955769e+00;4.0114582864934961e-01;6.0034976724476596e-01;1.1206778096861012e+00;1.4562230759335312e-01;3.2010926013152774e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
174;1;154;5.6347317009701092e-01;1.1070073530121467e+00;2.9477558220493988e-01;1.0019292349768416e+00;3.5936586439244417e-01;3.4933034982567429e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
175;1;155;5.6238506710568281e-01;9.7303502114165830e-01;-2.3621221500723869e-01;8.2658456821088266e-01;6.1551386296451571e-01;1.6006609176667264e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
176;1;157;9.9948975815896735e-01;4.2783088789338597e-01;6.0034976724476630e-01;1.0185961030500179e+00;2.4778595123222225e-01;2.6391428696498857e-02
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
177;1;158;5.6005067545735587e-01;1.1050370103009253e+00;2.6384066166978110e-01;8.4596139228821787e-01;6.1195417763464410e-01;2.7769722073985653e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
178;1;160;8.4852161972235651e-01;6.6919222738519291e-01;5.1877998534740322e-01;8.6101110453985863e-01;6.4591057935660534e-01;5.1257616749606705e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
179;1;163;6.8833742003070564e-01;9.6830397579594585e-01;6.0034976724476585e-01;8.5365388259758268e-01;5.6542443176758461e-01;1.4806805762749600e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
180;1;166;8.1545417579157131e-01;7.3824944517284663e-01;5.6418990821203463e-01;8.2915923739899111e-01;7.2369581075714162e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
181;1;172;9.2934172741345589e-01;4.0121280363077544e-01;2.0105271235141296e-02;1.1109471546872491e+00;2.3251238461282756e-01;5.9364130109331847e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
182;1;176;7.3903724673489468e-01;8.4065762023870461e-01;4.4565814297787554e-01;7.9684328142885608e-01;7.7982877963267128e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
183;1;177;1.0932050029193641e+00;7.0872401080012998e-02;-1.5853861776290393e-01;1.1536256152401945e+00;5.7902122355260790e-03;-2.7206846783264060e-03
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
184;1;182;8.3925836298444811e-01;7.0615358168979125e-01;6.0034976724476619e-01;9.0991423791322013e-01;4.8408454307731769e-01;2.1210367511661457e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
185;1;184;6.0461894673698613e-01;8.8955113485431325e-01;-2.7577741181825705e-01;7.7506297500514232e-01;8.1766127524913146e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
186;1;187;8.2515416666168262e-01;7.3065263763391386e-01;6.0034976724476596e-01;8.8832648964023653e-01;5.8059311601344432e-01;4.4273326325240792e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
187;1;188;7.9659454517829786e-01;7.7839683865393583e-01;5.9306475034889838e-01;8.0013112634635830e-01;7.7411777740849852e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
188;1;191;6.3897260751677143e-01;1.0078384198117190e+00;4.1973863056033650e-01;6.5149694488769483e-01;7.9213936978780641e-01;-3.3824911011423481e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
189;1;192;5.6126045312996453e-01;1.1057334837421999e+00;2.7477548556511960e-01;8.8527916083298319e-01;5.4412353074120501e-01;2.7951262972406998e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
190;1;194;8.7999124497384518e-01;5.6342659629160619e-01;3.1905630624200976e-01;8.9347017523084304e-01;6.1198740655558737e-01;6.0034976724476607e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
191;1;198;1.1081718477519515e+00;2.0965403143320356e-02;-2.5198363727855388e-01;1.1319756615602676e+00;1.6246326136222933e-01;4.6262605450633648e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
192;1;199;7.7458283507623971e-01;6.5462110292240394e-01;-4.0115928889127295e-02;1.1166171154680022e+00;1.1901385050729721e-01;1.8854921850927134e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
193;2;3;5.9165736854153772e-01;4.4032345703618986e-01;6.9296992571309535e-01;5.9618611110921615e-01;6.0921496886835647e-01;9.5317051892529081e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
194;2;7;4.0889739273463349e-01;3.8240038903540569e-01;3.5573383782599255e-01;4.7246351418452931e-01;3.0934159747530870e-01;3.3285373744419966e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
195;2;10;1.2739017363746580e-01;5.4859011906526611e-01;2.2040543015292163e-01;4.9686184992994653e-01;3.3615287397412602e-01;4.0656756871630517e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
196;2;16;5.6474804659732614e-01;4.8589759441031732e-01;7.2468286503378421e-01;5.8857081251835952e-01;4.3693164753614827e-01;6.8364462286135563e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
197;2;20;3.9262174403595201e-01;5.2688639154619754e-01;5.5075736096349537e-01;6.0031758732057017e-01;4.4984015205373834e-01;7.1913473926916116e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
198;2;21;-2.1606845819680820e-01;1.1764097772092068e+00;6.9455445304115460e-01;5.3975148926772444e-02;6.1539799453992461e-01;2.2040543015292158e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
199;2;23;3.2616455559938234e-01;4.5764315317432769e-01;3.5566714351811485e-01;4.8033668643954092e-01;3.1799340883058047e-01;3.5664067509592651e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
200;2;24;3.1424301926342496e-01;5.2179575540030998e-01;4.3583308811261040e-01;3.1838387420878944e-01;5.0689429100827255e-01;4.1908931682988021e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
201;2;26;4.5550216103094338e-01;6.1677708428152089e-01;7.7200496913744432e-01;5.6346797261854409e-01;4.0934619300013958e-01;6.0780229803503028e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
202;2;27;2.8592419232094196e-01;5.7450167525583218e-01;4.7634276327998804e-01;5.0724307170785310e-01;3.4756077533212210e-01;4.3793198793406413e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
203;2;28;3.8948790240626308e-01;3.1008046120191934e-01;2.2040543015292158e-01;4.5678558966909311e-01;2.9211316134355791e-01;2.8548657705725672e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
204;2;30;1.4834361926410422e-01;6.8582764803724372e-01;4.5547901884280945e-01;5.8088616307652241e-01;5.9505253541830272e-01;9.1093173536952443e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
205;2;32;2.0450566693589151e-01;4.8177382573531680e-01;2.2545719099264971e-01;3.7666600832970648e-01;8.4030796924159323e-01;1.0002875878621786e+00
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
206;2;35;6.2436671585788173e-01;4.7626768553378590e-01;7.9179352311975826e-01;6.4754933087989930e-01;4.4511856897729557e-01;7.7667461124837300e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
207;2;36;3.5522407425487545e-01;5.0211085110613873e-01;4.6231440723778472e-01;4.6494112437043505e-01;3.0107526015861497e-01;3.1012660640931700e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
208;2;38;3.8669383088975895e-01;7.7558569253165488e-01;9.1667317140817395e-01;6.4689812172414218e-01;5.0102739697028587e-01;8.5986686499352938e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
209;2;39;3.8554437186640744e-01;3.1366908489680217e-01;2.2040543015292155e-01;4.3151566124586177e-01;2.9112173360545945e-01;2.4941138247803826e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
210;2;40;4.0800605585719885e-01;2.9322889036003802e-01;2.2040543015292161e-01;4.3791910746900253e-01;2.7138082631445037e-01;2.2848593979629600e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
211;2;41;1.9237559029260723e-01;7.8531831084907411e-01;6.6536862390274676e-01;2.5183784124580977e-01;4.3534239745169667e-01;2.2040543015292155e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
212;2;44;-2.6560543295981109e-01;1.0962734855298422e+00;5.0623856223998986e-01;-7.8875321164056891e-02;7.3629228964577653e-01;2.2040543015292158e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
213;2;45;2.1891136264668373e-01;7.1990251448686549e-01;6.0330379519617283e-01;6.3113553999313510e-01;4.8370593121397465e-01;8.1224393274699402e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
214;2;52;2.1946900605179345e-01;7.4321816582539646e-01;6.3913230747135186e-01;5.5910842232057312e-01;4.0455549294301146e-01;5.9463094247864845e-01
# TraceId; FractureId1; Fracture Id2; X1; Y1; Z1; X2; Y2; Z2 
215;2;53;2.0459419877313090e-01;4.7833424272753533e-01;2.2040543015292158e-01;5.4641901977554952e-01;3.9061113691031252e-01;5.5629289811743021e-01
